2024-10-21 14:50:27,306 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 0] Training on 0 results: loss: 0.8877264041649667, accuracy: 0.7064583333333333
2024-10-21 14:54:20,210 - model_logger - INFO - [ITERATION 12 | EPOCH 0 | NODE 8] Training on 8 results: loss: 0.21544201123087028, accuracy: 0.9270833333333334
2024-10-21 14:54:20,288 - model_logger - INFO - [ITERATION 12 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.2636430518407571, accuracy: 0.9020833333333333
2024-10-21 14:54:22,154 - model_logger - INFO - [ITERATION 12 | EPOCH 1 | NODE 8] Training on 8 results: loss: 0.1575109460636189, accuracy: 0.9414583333333333
2024-10-21 14:54:22,257 - model_logger - INFO - [ITERATION 12 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.19387977413441004, accuracy: 0.929375
2024-10-21 14:54:39,557 - model_logger - INFO - [ITERATION 13 | EPOCH 0 | NODE 5] Training on 5 results: loss: 0.11615075852329794, accuracy: 0.9672916666666667
2024-10-21 14:54:39,664 - model_logger - INFO - [ITERATION 13 | EPOCH 0 | NODE 1] Training on 1 results: loss: 0.20839555443901764, accuracy: 0.9379166666666666
2024-10-21 14:54:41,551 - model_logger - INFO - [ITERATION 13 | EPOCH 1 | NODE 5] Training on 5 results: loss: 0.06228137565286536, accuracy: 0.9797916666666666
2024-10-21 14:54:41,678 - model_logger - INFO - [ITERATION 13 | EPOCH 1 | NODE 1] Training on 1 results: loss: 0.11625901276343747, accuracy: 0.96375
2024-10-21 14:54:58,764 - model_logger - INFO - [ITERATION 14 | EPOCH 0 | NODE 3] Training on 3 results: loss: 0.4056155936498391, accuracy: 0.8560416666666667
2024-10-21 14:54:58,963 - model_logger - INFO - [ITERATION 14 | EPOCH 0 | NODE 6] Training on 6 results: loss: 0.28256975937830775, accuracy: 0.9014583333333334
2024-10-21 14:55:00,720 - model_logger - INFO - [ITERATION 14 | EPOCH 1 | NODE 3] Training on 3 results: loss: 0.27720243640636144, accuracy: 0.8947916666666667
2024-10-21 14:55:00,953 - model_logger - INFO - [ITERATION 14 | EPOCH 1 | NODE 6] Training on 6 results: loss: 0.16970020689462362, accuracy: 0.9370833333333334
2024-10-21 14:55:18,308 - model_logger - INFO - [ITERATION 15 | EPOCH 0 | NODE 8] Training on 8 results: loss: 0.2136973154387976, accuracy: 0.92375
2024-10-21 14:55:18,704 - model_logger - INFO - [ITERATION 15 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.2765780471657452, accuracy: 0.8966666666666666
2024-10-21 14:55:20,234 - model_logger - INFO - [ITERATION 15 | EPOCH 1 | NODE 8] Training on 8 results: loss: 0.14072054801018616, accuracy: 0.9502083333333333
2024-10-21 14:55:20,638 - model_logger - INFO - [ITERATION 15 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.19134259576860227, accuracy: 0.9283333333333333
2024-10-21 14:55:38,107 - model_logger - INFO - [ITERATION 16 | EPOCH 0 | NODE 6] Training on 6 results: loss: 0.2561496413852039, accuracy: 0.9122916666666666
2024-10-21 14:55:38,375 - model_logger - INFO - [ITERATION 16 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.24652156586709775, accuracy: 0.9114583333333334
2024-10-21 14:55:40,101 - model_logger - INFO - [ITERATION 16 | EPOCH 1 | NODE 6] Training on 6 results: loss: 0.15654343170555016, accuracy: 0.9445833333333333
2024-10-21 14:55:40,542 - model_logger - INFO - [ITERATION 16 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.15402411355784065, accuracy: 0.9454166666666667
2024-10-21 14:55:57,522 - model_logger - INFO - [ITERATION 17 | EPOCH 0 | NODE 3] Training on 3 results: loss: 0.37413168580908523, accuracy: 0.8608333333333333
2024-10-21 14:55:57,563 - model_logger - INFO - [ITERATION 17 | EPOCH 0 | NODE 1] Training on 1 results: loss: 0.1842239781429893, accuracy: 0.9425
2024-10-21 14:55:59,573 - model_logger - INFO - [ITERATION 17 | EPOCH 1 | NODE 3] Training on 3 results: loss: 0.25857416226675634, accuracy: 0.9010416666666666
2024-10-21 14:55:59,627 - model_logger - INFO - [ITERATION 17 | EPOCH 1 | NODE 1] Training on 1 results: loss: 0.09898706800059269, accuracy: 0.9689583333333334
2024-10-21 14:56:16,764 - model_logger - INFO - [ITERATION 18 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.26424500659892436, accuracy: 0.903125
2024-10-21 14:56:16,818 - model_logger - INFO - [ITERATION 18 | EPOCH 0 | NODE 0] Training on 0 results: loss: 0.24298901267741857, accuracy: 0.9133333333333333
2024-10-21 14:56:18,849 - model_logger - INFO - [ITERATION 18 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.18685070405665197, accuracy: 0.9272916666666666
2024-10-21 14:56:18,900 - model_logger - INFO - [ITERATION 18 | EPOCH 1 | NODE 0] Training on 0 results: loss: 0.14631561150676325, accuracy: 0.9466666666666667
2024-10-21 14:56:35,981 - model_logger - INFO - [ITERATION 19 | EPOCH 0 | NODE 1] Training on 1 results: loss: 0.16408412511411466, accuracy: 0.9510416666666667
2024-10-21 14:56:36,020 - model_logger - INFO - [ITERATION 19 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.21489104354067853, accuracy: 0.92125
2024-10-21 14:56:37,935 - model_logger - INFO - [ITERATION 19 | EPOCH 1 | NODE 1] Training on 1 results: loss: 0.09006878900292672, accuracy: 0.969375
2024-10-21 14:56:37,963 - model_logger - INFO - [ITERATION 19 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.14050892181694508, accuracy: 0.955625
2024-10-21 14:56:55,255 - model_logger - INFO - [ITERATION 20 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.19222313400946164, accuracy: 0.92875
2024-10-21 14:56:55,282 - model_logger - INFO - [ITERATION 20 | EPOCH 0 | NODE 8] Training on 8 results: loss: 0.19352053066617564, accuracy: 0.931875
2024-10-21 14:56:57,320 - model_logger - INFO - [ITERATION 20 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.12744940111511632, accuracy: 0.955
2024-10-21 14:56:57,371 - model_logger - INFO - [ITERATION 20 | EPOCH 1 | NODE 8] Training on 8 results: loss: 0.11249232449029621, accuracy: 0.959375
2024-10-21 14:57:14,427 - model_logger - INFO - [ITERATION 21 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.25039365730787577, accuracy: 0.9035416666666667
2024-10-21 14:57:14,579 - model_logger - INFO - [ITERATION 21 | EPOCH 0 | NODE 8] Training on 8 results: loss: 0.16563417958585838, accuracy: 0.9472916666666666
2024-10-21 14:57:16,499 - model_logger - INFO - [ITERATION 21 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.16791315357151784, accuracy: 0.9375
2024-10-21 14:57:16,657 - model_logger - INFO - [ITERATION 21 | EPOCH 1 | NODE 8] Training on 8 results: loss: 0.10079963613105447, accuracy: 0.964375
2024-10-21 14:57:33,855 - model_logger - INFO - [ITERATION 22 | EPOCH 0 | NODE 3] Training on 3 results: loss: 0.340979214561613, accuracy: 0.87625
2024-10-21 14:57:34,015 - model_logger - INFO - [ITERATION 22 | EPOCH 0 | NODE 8] Training on 8 results: loss: 0.14592379370802327, accuracy: 0.94875
2024-10-21 14:57:35,925 - model_logger - INFO - [ITERATION 22 | EPOCH 1 | NODE 3] Training on 3 results: loss: 0.22866840150795484, accuracy: 0.909375
2024-10-21 14:57:36,089 - model_logger - INFO - [ITERATION 22 | EPOCH 1 | NODE 8] Training on 8 results: loss: 0.10519608374881118, accuracy: 0.9597916666666667
2024-10-21 14:57:52,880 - model_logger - INFO - [ITERATION 23 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.2137198873648518, accuracy: 0.9208333333333333
2024-10-21 14:57:52,949 - model_logger - INFO - [ITERATION 23 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.24203462937944814, accuracy: 0.9052083333333333
2024-10-21 14:57:54,907 - model_logger - INFO - [ITERATION 23 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.13444893042507924, accuracy: 0.9520833333333333
2024-10-21 14:57:54,955 - model_logger - INFO - [ITERATION 23 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.14772493882398857, accuracy: 0.9422916666666666
2024-10-21 14:58:12,032 - model_logger - INFO - [ITERATION 24 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.19719069451093674, accuracy: 0.92125
2024-10-21 14:58:12,138 - model_logger - INFO - [ITERATION 24 | EPOCH 0 | NODE 1] Training on 1 results: loss: 0.1421802507615403, accuracy: 0.9525
2024-10-21 14:58:14,111 - model_logger - INFO - [ITERATION 24 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.14679876616910884, accuracy: 0.9454166666666667
2024-10-21 14:58:14,214 - model_logger - INFO - [ITERATION 24 | EPOCH 1 | NODE 1] Training on 1 results: loss: 0.07761526994995381, accuracy: 0.9739583333333334
2024-10-21 14:58:31,248 - model_logger - INFO - [ITERATION 25 | EPOCH 0 | NODE 3] Training on 3 results: loss: 0.3271370886972076, accuracy: 0.8804166666666666
2024-10-21 14:58:31,301 - model_logger - INFO - [ITERATION 25 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.17617870259441828, accuracy: 0.9302083333333333
2024-10-21 14:58:33,304 - model_logger - INFO - [ITERATION 25 | EPOCH 1 | NODE 3] Training on 3 results: loss: 0.20868676802829692, accuracy: 0.9179166666666667
2024-10-21 14:58:33,352 - model_logger - INFO - [ITERATION 25 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.1256043803142874, accuracy: 0.9516666666666667
2024-10-21 14:58:50,162 - model_logger - INFO - [ITERATION 26 | EPOCH 0 | NODE 5] Training on 5 results: loss: 0.11506133541268737, accuracy: 0.9654166666666667
2024-10-21 14:58:50,400 - model_logger - INFO - [ITERATION 26 | EPOCH 0 | NODE 6] Training on 6 results: loss: 0.27331064602262095, accuracy: 0.909375
2024-10-21 14:58:52,112 - model_logger - INFO - [ITERATION 26 | EPOCH 1 | NODE 5] Training on 5 results: loss: 0.04581844958623773, accuracy: 0.9841666666666666
2024-10-21 14:58:52,455 - model_logger - INFO - [ITERATION 26 | EPOCH 1 | NODE 6] Training on 6 results: loss: 0.14721752742403432, accuracy: 0.9452083333333333
2024-10-21 14:59:09,359 - model_logger - INFO - [ITERATION 27 | EPOCH 0 | NODE 1] Training on 1 results: loss: 0.1302690666757132, accuracy: 0.9566666666666667
2024-10-21 14:59:09,429 - model_logger - INFO - [ITERATION 27 | EPOCH 0 | NODE 3] Training on 3 results: loss: 0.2871095189138463, accuracy: 0.888125
2024-10-21 14:59:11,482 - model_logger - INFO - [ITERATION 27 | EPOCH 1 | NODE 1] Training on 1 results: loss: 0.062374975875412166, accuracy: 0.978125
2024-10-21 14:59:11,648 - model_logger - INFO - [ITERATION 27 | EPOCH 1 | NODE 3] Training on 3 results: loss: 0.1856691513798739, accuracy: 0.9291666666666667
2024-10-21 14:59:29,424 - model_logger - INFO - [ITERATION 28 | EPOCH 0 | NODE 5] Training on 5 results: loss: 0.09359977019362543, accuracy: 0.971875
2024-10-21 14:59:29,444 - model_logger - INFO - [ITERATION 28 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.18920196161458366, accuracy: 0.9295833333333333
2024-10-21 14:59:31,406 - model_logger - INFO - [ITERATION 28 | EPOCH 1 | NODE 5] Training on 5 results: loss: 0.04698208285078995, accuracy: 0.9841666666666666
2024-10-21 14:59:31,457 - model_logger - INFO - [ITERATION 28 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.11753702859737371, accuracy: 0.9572916666666667
2024-10-21 14:59:48,957 - model_logger - INFO - [ITERATION 29 | EPOCH 0 | NODE 2] Training on 2 results: loss: 0.3097259951265235, accuracy: 0.894375
2024-10-21 14:59:49,059 - model_logger - INFO - [ITERATION 29 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.16794410544006447, accuracy: 0.9358333333333333
2024-10-21 14:59:50,974 - model_logger - INFO - [ITERATION 29 | EPOCH 1 | NODE 2] Training on 2 results: loss: 0.18007594288179748, accuracy: 0.931875
2024-10-21 14:59:51,047 - model_logger - INFO - [ITERATION 29 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.1109075369803529, accuracy: 0.9610416666666667
2024-10-21 15:00:08,016 - model_logger - INFO - [ITERATION 30 | EPOCH 0 | NODE 3] Training on 3 results: loss: 0.27150991362960714, accuracy: 0.895
2024-10-21 15:00:08,122 - model_logger - INFO - [ITERATION 30 | EPOCH 0 | NODE 8] Training on 8 results: loss: 0.15988102153335748, accuracy: 0.9460416666666667
2024-10-21 15:00:10,097 - model_logger - INFO - [ITERATION 30 | EPOCH 1 | NODE 3] Training on 3 results: loss: 0.16736440144871412, accuracy: 0.9358333333333333
2024-10-21 15:00:10,199 - model_logger - INFO - [ITERATION 30 | EPOCH 1 | NODE 8] Training on 8 results: loss: 0.08832267818874434, accuracy: 0.9685416666666666
2024-10-21 15:00:27,145 - model_logger - INFO - [ITERATION 31 | EPOCH 0 | NODE 8] Training on 8 results: loss: 0.13103456618754486, accuracy: 0.9558333333333333
2024-10-21 15:00:27,308 - model_logger - INFO - [ITERATION 31 | EPOCH 0 | NODE 3] Training on 3 results: loss: 0.23681798185172834, accuracy: 0.9075
2024-10-21 15:00:29,119 - model_logger - INFO - [ITERATION 31 | EPOCH 1 | NODE 8] Training on 8 results: loss: 0.08473590908474044, accuracy: 0.9679166666666666
2024-10-21 15:00:29,340 - model_logger - INFO - [ITERATION 31 | EPOCH 1 | NODE 3] Training on 3 results: loss: 0.14948439009879766, accuracy: 0.94
2024-10-21 15:00:46,532 - model_logger - INFO - [ITERATION 32 | EPOCH 0 | NODE 2] Training on 2 results: loss: 0.28228944422383057, accuracy: 0.8977083333333333
2024-10-21 15:00:46,587 - model_logger - INFO - [ITERATION 32 | EPOCH 0 | NODE 6] Training on 6 results: loss: 0.24563760604513318, accuracy: 0.9122916666666666
2024-10-21 15:00:48,518 - model_logger - INFO - [ITERATION 32 | EPOCH 1 | NODE 2] Training on 2 results: loss: 0.16583722457289696, accuracy: 0.936875
2024-10-21 15:00:48,617 - model_logger - INFO - [ITERATION 32 | EPOCH 1 | NODE 6] Training on 6 results: loss: 0.11857585334464123, accuracy: 0.9539583333333334
2024-10-21 15:01:05,407 - model_logger - INFO - [ITERATION 33 | EPOCH 0 | NODE 1] Training on 1 results: loss: 0.13635567546282945, accuracy: 0.955
2024-10-21 15:01:05,418 - model_logger - INFO - [ITERATION 33 | EPOCH 0 | NODE 8] Training on 8 results: loss: 0.12846147445471665, accuracy: 0.9558333333333333
2024-10-21 15:01:07,339 - model_logger - INFO - [ITERATION 33 | EPOCH 1 | NODE 1] Training on 1 results: loss: 0.06794985560210128, accuracy: 0.975625
2024-10-21 15:01:07,415 - model_logger - INFO - [ITERATION 33 | EPOCH 1 | NODE 8] Training on 8 results: loss: 0.07237009929591104, accuracy: 0.9722916666666667
2024-10-21 15:01:24,685 - model_logger - INFO - [ITERATION 34 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.16511310587980246, accuracy: 0.939375
2024-10-21 15:01:24,811 - model_logger - INFO - [ITERATION 34 | EPOCH 0 | NODE 0] Training on 0 results: loss: 0.22798740001101242, accuracy: 0.92
2024-10-21 15:01:26,721 - model_logger - INFO - [ITERATION 34 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.09171779767463081, accuracy: 0.9689583333333334
2024-10-21 15:01:26,821 - model_logger - INFO - [ITERATION 34 | EPOCH 1 | NODE 0] Training on 0 results: loss: 0.12624136378106318, accuracy: 0.9564583333333333
2024-10-21 15:01:44,066 - model_logger - INFO - [ITERATION 35 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.1394622329818575, accuracy: 0.95
2024-10-21 15:01:44,308 - model_logger - INFO - [ITERATION 35 | EPOCH 0 | NODE 9] Training on 9 results: loss: 0.2100466915259236, accuracy: 0.9402083333333333
2024-10-21 15:01:46,043 - model_logger - INFO - [ITERATION 35 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.08119473880843113, accuracy: 0.971875
2024-10-21 15:01:46,330 - model_logger - INFO - [ITERATION 35 | EPOCH 1 | NODE 9] Training on 9 results: loss: 0.09563806001096964, accuracy: 0.9641666666666666
2024-10-21 15:02:03,978 - model_logger - INFO - [ITERATION 36 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.13646109255128785, accuracy: 0.946875
2024-10-21 15:02:04,034 - model_logger - INFO - [ITERATION 36 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.22117206238602338, accuracy: 0.9154166666666667
2024-10-21 15:02:05,974 - model_logger - INFO - [ITERATION 36 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.08054119971041616, accuracy: 0.9722916666666667
2024-10-21 15:02:06,057 - model_logger - INFO - [ITERATION 36 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.11385222308729824, accuracy: 0.955625
2024-10-21 15:02:23,199 - model_logger - INFO - [ITERATION 37 | EPOCH 0 | NODE 5] Training on 5 results: loss: 0.09083947867743279, accuracy: 0.9733333333333334
2024-10-21 15:02:23,289 - model_logger - INFO - [ITERATION 37 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.11023952488444354, accuracy: 0.960625
2024-10-21 15:02:25,140 - model_logger - INFO - [ITERATION 37 | EPOCH 1 | NODE 5] Training on 5 results: loss: 0.0433557097751059, accuracy: 0.9858333333333333
2024-10-21 15:02:25,242 - model_logger - INFO - [ITERATION 37 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.07120176630192682, accuracy: 0.9747916666666666
2024-10-21 15:02:42,304 - model_logger - INFO - [ITERATION 38 | EPOCH 0 | NODE 5] Training on 5 results: loss: 0.06843819581952534, accuracy: 0.9783333333333334
2024-10-21 15:02:42,313 - model_logger - INFO - [ITERATION 38 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.19060222804546356, accuracy: 0.92875
2024-10-21 15:02:44,350 - model_logger - INFO - [ITERATION 38 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.11246096107520555, accuracy: 0.958125
2024-10-21 15:02:44,350 - model_logger - INFO - [ITERATION 38 | EPOCH 1 | NODE 5] Training on 5 results: loss: 0.033300225990579316, accuracy: 0.9879166666666667
2024-10-21 15:03:05,161 - model_logger - INFO - [ITERATION 39 | EPOCH 0 | NODE 2] Training on 2 results: loss: 0.2913096453014173, accuracy: 0.8975
2024-10-21 15:03:05,190 - model_logger - INFO - [ITERATION 39 | EPOCH 0 | NODE 1] Training on 1 results: loss: 0.12570243814077817, accuracy: 0.9575
2024-10-21 15:03:07,123 - model_logger - INFO - [ITERATION 39 | EPOCH 1 | NODE 2] Training on 2 results: loss: 0.15562142804265022, accuracy: 0.9372916666666666
2024-10-21 15:03:07,175 - model_logger - INFO - [ITERATION 39 | EPOCH 1 | NODE 1] Training on 1 results: loss: 0.057508333855749744, accuracy: 0.97875
2024-10-21 15:03:24,364 - model_logger - INFO - [ITERATION 40 | EPOCH 0 | NODE 3] Training on 3 results: loss: 0.23799726994414078, accuracy: 0.9079166666666667
2024-10-21 15:03:24,472 - model_logger - INFO - [ITERATION 40 | EPOCH 0 | NODE 6] Training on 6 results: loss: 0.23560992118559385, accuracy: 0.9191666666666667
2024-10-21 15:03:26,347 - model_logger - INFO - [ITERATION 40 | EPOCH 1 | NODE 3] Training on 3 results: loss: 0.14315654298192576, accuracy: 0.943125
2024-10-21 15:03:26,437 - model_logger - INFO - [ITERATION 40 | EPOCH 1 | NODE 6] Training on 6 results: loss: 0.1124834370260176, accuracy: 0.9572916666666667
