2024-10-21 12:22:25,105 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.504241225719452, accuracy: 0.8852083333333334
2024-10-21 12:24:40,698 - model_logger - INFO - [ITERATION 6 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.11312601974854866, accuracy: 0.973125
2024-10-21 12:24:43,646 - model_logger - INFO - [ITERATION 6 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.027024785874721905, accuracy: 0.9958333333333333
2024-10-21 12:24:43,681 - model_logger - INFO - [ITERATION 6 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.06272021177535256, accuracy: 0.98375
2024-10-21 12:25:03,132 - model_logger - INFO - [ITERATION 7 | EPOCH 0 | NODE 3] Training on 3 results: loss: 0.09565689949629208, accuracy: 0.9747916666666666
2024-10-21 12:25:03,189 - model_logger - INFO - [ITERATION 7 | EPOCH 0 | NODE 1] Training on 1 results: loss: 0.10392082273960114, accuracy: 0.9720833333333333
2024-10-21 12:25:06,154 - model_logger - INFO - [ITERATION 7 | EPOCH 1 | NODE 3] Training on 3 results: loss: 0.025471971865432957, accuracy: 0.9933333333333333
2024-10-21 12:25:06,214 - model_logger - INFO - [ITERATION 7 | EPOCH 1 | NODE 1] Training on 1 results: loss: 0.04763134635053575, accuracy: 0.9879166666666667
2024-10-21 12:25:25,804 - model_logger - INFO - [ITERATION 8 | EPOCH 0 | NODE 6] Training on 6 results: loss: 0.09529848185367883, accuracy: 0.9754166666666667
2024-10-21 12:25:25,983 - model_logger - INFO - [ITERATION 8 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.047510708443199594, accuracy: 0.9872916666666667
2024-10-21 12:25:28,812 - model_logger - INFO - [ITERATION 8 | EPOCH 1 | NODE 6] Training on 6 results: loss: 0.03742449736843507, accuracy: 0.9925
2024-10-21 12:25:28,975 - model_logger - INFO - [ITERATION 8 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.021819207003184904, accuracy: 0.9954166666666666
2024-10-21 12:25:48,328 - model_logger - INFO - [ITERATION 9 | EPOCH 0 | NODE 5] Training on 5 results: loss: 0.10617381824180484, accuracy: 0.973125
2024-10-21 12:25:48,924 - model_logger - INFO - [ITERATION 9 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.02980287587735802, accuracy: 0.9935416666666667
2024-10-21 12:25:51,377 - model_logger - INFO - [ITERATION 9 | EPOCH 1 | NODE 5] Training on 5 results: loss: 0.038465535507226985, accuracy: 0.991875
2024-10-21 12:25:51,985 - model_logger - INFO - [ITERATION 9 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.015950089684532334, accuracy: 0.9970833333333333
2024-10-21 12:26:11,603 - model_logger - INFO - [ITERATION 10 | EPOCH 0 | NODE 2] Training on 2 results: loss: 0.08134558014106005, accuracy: 0.9772916666666667
2024-10-21 12:26:11,684 - model_logger - INFO - [ITERATION 10 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.08563353054225445, accuracy: 0.9764583333333333
2024-10-21 12:26:14,611 - model_logger - INFO - [ITERATION 10 | EPOCH 1 | NODE 2] Training on 2 results: loss: 0.03926832911558449, accuracy: 0.99
2024-10-21 12:26:14,683 - model_logger - INFO - [ITERATION 10 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.04270837732590735, accuracy: 0.99
2024-10-21 12:26:34,285 - model_logger - INFO - [ITERATION 11 | EPOCH 0 | NODE 8] Training on 8 results: loss: 0.07827575646961729, accuracy: 0.975625
2024-10-21 12:26:34,450 - model_logger - INFO - [ITERATION 11 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.045145509137461584, accuracy: 0.989375
2024-10-21 12:26:37,368 - model_logger - INFO - [ITERATION 11 | EPOCH 1 | NODE 8] Training on 8 results: loss: 0.03519463959150016, accuracy: 0.99125
2024-10-21 12:26:37,446 - model_logger - INFO - [ITERATION 11 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.03045654252326737, accuracy: 0.9935416666666667
2024-10-21 12:26:56,573 - model_logger - INFO - [ITERATION 12 | EPOCH 0 | NODE 8] Training on 8 results: loss: 0.044214401131806275, accuracy: 0.9883333333333333
2024-10-21 12:26:56,633 - model_logger - INFO - [ITERATION 12 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.0475692956475541, accuracy: 0.985
2024-10-21 12:26:59,610 - model_logger - INFO - [ITERATION 12 | EPOCH 1 | NODE 8] Training on 8 results: loss: 0.025324270186635356, accuracy: 0.9954166666666666
2024-10-21 12:26:59,627 - model_logger - INFO - [ITERATION 12 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.01628537603886798, accuracy: 0.9966666666666667
2024-10-21 12:27:19,556 - model_logger - INFO - [ITERATION 13 | EPOCH 0 | NODE 5] Training on 5 results: loss: 0.07946205957171817, accuracy: 0.9764583333333333
2024-10-21 12:27:19,602 - model_logger - INFO - [ITERATION 13 | EPOCH 0 | NODE 1] Training on 1 results: loss: 0.0884616118700554, accuracy: 0.9752083333333333
2024-10-21 12:27:22,564 - model_logger - INFO - [ITERATION 13 | EPOCH 1 | NODE 5] Training on 5 results: loss: 0.029427024913796535, accuracy: 0.994375
2024-10-21 12:27:22,620 - model_logger - INFO - [ITERATION 13 | EPOCH 1 | NODE 1] Training on 1 results: loss: 0.029155466711769502, accuracy: 0.9925
2024-10-21 12:27:42,166 - model_logger - INFO - [ITERATION 14 | EPOCH 0 | NODE 3] Training on 3 results: loss: 0.09443661040626466, accuracy: 0.9754166666666667
2024-10-21 12:27:42,167 - model_logger - INFO - [ITERATION 14 | EPOCH 0 | NODE 6] Training on 6 results: loss: 0.0670514821059381, accuracy: 0.98125
2024-10-21 12:27:45,250 - model_logger - INFO - [ITERATION 14 | EPOCH 1 | NODE 3] Training on 3 results: loss: 0.021858455754506092, accuracy: 0.995
2024-10-21 12:27:45,251 - model_logger - INFO - [ITERATION 14 | EPOCH 1 | NODE 6] Training on 6 results: loss: 0.028514453487781186, accuracy: 0.9935416666666667
2024-10-21 12:28:04,823 - model_logger - INFO - [ITERATION 15 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.0587555625087892, accuracy: 0.985625
2024-10-21 12:28:04,844 - model_logger - INFO - [ITERATION 15 | EPOCH 0 | NODE 8] Training on 8 results: loss: 0.05904130415835728, accuracy: 0.981875
2024-10-21 12:28:07,845 - model_logger - INFO - [ITERATION 15 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.02526773693350454, accuracy: 0.9947916666666666
2024-10-21 12:28:07,863 - model_logger - INFO - [ITERATION 15 | EPOCH 1 | NODE 8] Training on 8 results: loss: 0.022225549545449516, accuracy: 0.996875
2024-10-21 12:28:27,279 - model_logger - INFO - [ITERATION 16 | EPOCH 0 | NODE 6] Training on 6 results: loss: 0.04090026235518356, accuracy: 0.9879166666666667
2024-10-21 12:28:27,299 - model_logger - INFO - [ITERATION 16 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.03191519336619725, accuracy: 0.9914583333333333
2024-10-21 12:28:30,260 - model_logger - INFO - [ITERATION 16 | EPOCH 1 | NODE 6] Training on 6 results: loss: 0.01850681287003681, accuracy: 0.995625
2024-10-21 12:28:30,277 - model_logger - INFO - [ITERATION 16 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.012955372612147282, accuracy: 0.9972916666666667
2024-10-21 12:28:49,972 - model_logger - INFO - [ITERATION 17 | EPOCH 0 | NODE 3] Training on 3 results: loss: 0.052915135351164884, accuracy: 0.9845833333333334
2024-10-21 12:28:50,033 - model_logger - INFO - [ITERATION 17 | EPOCH 0 | NODE 1] Training on 1 results: loss: 0.06155626738754411, accuracy: 0.983125
2024-10-21 12:28:53,025 - model_logger - INFO - [ITERATION 17 | EPOCH 1 | NODE 3] Training on 3 results: loss: 0.012759988511679693, accuracy: 0.9983333333333333
2024-10-21 12:28:53,080 - model_logger - INFO - [ITERATION 17 | EPOCH 1 | NODE 1] Training on 1 results: loss: 0.030798523738825072, accuracy: 0.9925
2024-10-21 12:29:12,336 - model_logger - INFO - [ITERATION 18 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.04345096996674935, accuracy: 0.9870833333333333
2024-10-21 12:29:12,455 - model_logger - INFO - [ITERATION 18 | EPOCH 0 | NODE 0] Training on 0 results: loss: 0.06423930699781825, accuracy: 0.9802083333333333
2024-10-21 12:29:15,341 - model_logger - INFO - [ITERATION 18 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.01818169070718189, accuracy: 0.996875
2024-10-21 12:29:15,418 - model_logger - INFO - [ITERATION 18 | EPOCH 1 | NODE 0] Training on 0 results: loss: 0.019506543556538723, accuracy: 0.9958333333333333
2024-10-21 12:29:34,899 - model_logger - INFO - [ITERATION 19 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.03539528562609727, accuracy: 0.9910416666666667
2024-10-21 12:29:34,899 - model_logger - INFO - [ITERATION 19 | EPOCH 0 | NODE 1] Training on 1 results: loss: 0.05289392721839249, accuracy: 0.9875
2024-10-21 12:29:37,902 - model_logger - INFO - [ITERATION 19 | EPOCH 1 | NODE 1] Training on 1 results: loss: 0.018032142755109816, accuracy: 0.9970833333333333
2024-10-21 12:29:37,902 - model_logger - INFO - [ITERATION 19 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.009527722177250932, accuracy: 0.9991666666666666
2024-10-21 12:29:57,330 - model_logger - INFO - [ITERATION 20 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.014677812872687355, accuracy: 0.99625
2024-10-21 12:29:57,371 - model_logger - INFO - [ITERATION 20 | EPOCH 0 | NODE 8] Training on 8 results: loss: 0.047791463586812216, accuracy: 0.98625
2024-10-21 12:30:00,328 - model_logger - INFO - [ITERATION 20 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.007817243188425587, accuracy: 0.9991666666666666
2024-10-21 12:30:00,363 - model_logger - INFO - [ITERATION 20 | EPOCH 1 | NODE 8] Training on 8 results: loss: 0.016659086960523078, accuracy: 0.9975
2024-10-21 12:30:19,932 - model_logger - INFO - [ITERATION 21 | EPOCH 0 | NODE 8] Training on 8 results: loss: 0.022529650060459972, accuracy: 0.995625
2024-10-21 12:30:19,932 - model_logger - INFO - [ITERATION 21 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.03686093981998662, accuracy: 0.989375
2024-10-21 12:30:22,957 - model_logger - INFO - [ITERATION 21 | EPOCH 1 | NODE 8] Training on 8 results: loss: 0.01306971416886275, accuracy: 0.9975
2024-10-21 12:30:22,957 - model_logger - INFO - [ITERATION 21 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.01577600196391965, accuracy: 0.9972916666666667
2024-10-21 12:30:42,256 - model_logger - INFO - [ITERATION 22 | EPOCH 0 | NODE 3] Training on 3 results: loss: 0.053960288889550914, accuracy: 0.98625
2024-10-21 12:30:42,336 - model_logger - INFO - [ITERATION 22 | EPOCH 0 | NODE 8] Training on 8 results: loss: 0.01739323469810188, accuracy: 0.9964583333333333
2024-10-21 12:30:45,242 - model_logger - INFO - [ITERATION 22 | EPOCH 1 | NODE 3] Training on 3 results: loss: 0.010295838182404017, accuracy: 0.9985416666666667
2024-10-21 12:30:45,313 - model_logger - INFO - [ITERATION 22 | EPOCH 1 | NODE 8] Training on 8 results: loss: 0.010550601518480108, accuracy: 0.99875
2024-10-21 12:31:04,888 - model_logger - INFO - [ITERATION 23 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.020955045111865425, accuracy: 0.9954166666666666
2024-10-21 12:31:04,908 - model_logger - INFO - [ITERATION 23 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.03218750550799693, accuracy: 0.99125
2024-10-21 12:31:07,893 - model_logger - INFO - [ITERATION 23 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.009526609499007464, accuracy: 0.9985416666666667
2024-10-21 12:31:07,911 - model_logger - INFO - [ITERATION 23 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.011856441524966309, accuracy: 0.9985416666666667
2024-10-21 12:31:27,372 - model_logger - INFO - [ITERATION 24 | EPOCH 0 | NODE 1] Training on 1 results: loss: 0.04527354689935843, accuracy: 0.98875
2024-10-21 12:31:27,413 - model_logger - INFO - [ITERATION 24 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.01744587250519544, accuracy: 0.9960416666666667
2024-10-21 12:31:30,389 - model_logger - INFO - [ITERATION 24 | EPOCH 1 | NODE 1] Training on 1 results: loss: 0.01633832615489761, accuracy: 0.9970833333333333
2024-10-21 12:31:30,425 - model_logger - INFO - [ITERATION 24 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.009230986243734756, accuracy: 0.999375
2024-10-21 12:31:49,763 - model_logger - INFO - [ITERATION 25 | EPOCH 0 | NODE 3] Training on 3 results: loss: 0.041796313089629014, accuracy: 0.989375
2024-10-21 12:31:49,927 - model_logger - INFO - [ITERATION 25 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.013704933517922957, accuracy: 0.998125
2024-10-21 12:31:52,805 - model_logger - INFO - [ITERATION 25 | EPOCH 1 | NODE 3] Training on 3 results: loss: 0.00805390512648349, accuracy: 0.999375
2024-10-21 12:31:52,947 - model_logger - INFO - [ITERATION 25 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.00848807428070965, accuracy: 0.9983333333333333
2024-10-21 12:32:12,135 - model_logger - INFO - [ITERATION 26 | EPOCH 0 | NODE 5] Training on 5 results: loss: 0.06889057682516674, accuracy: 0.9795833333333334
2024-10-21 12:32:12,349 - model_logger - INFO - [ITERATION 26 | EPOCH 0 | NODE 6] Training on 6 results: loss: 0.051395116412701704, accuracy: 0.9858333333333333
2024-10-21 12:32:15,149 - model_logger - INFO - [ITERATION 26 | EPOCH 1 | NODE 5] Training on 5 results: loss: 0.021345166933412353, accuracy: 0.995625
2024-10-21 12:32:15,358 - model_logger - INFO - [ITERATION 26 | EPOCH 1 | NODE 6] Training on 6 results: loss: 0.01484241999569349, accuracy: 0.9964583333333333
2024-10-21 12:32:34,956 - model_logger - INFO - [ITERATION 27 | EPOCH 0 | NODE 3] Training on 3 results: loss: 0.035024781222067154, accuracy: 0.9920833333333333
2024-10-21 12:32:34,977 - model_logger - INFO - [ITERATION 27 | EPOCH 0 | NODE 1] Training on 1 results: loss: 0.03205375254775087, accuracy: 0.9914583333333333
2024-10-21 12:32:37,985 - model_logger - INFO - [ITERATION 27 | EPOCH 1 | NODE 3] Training on 3 results: loss: 0.009182872609623397, accuracy: 0.9985416666666667
2024-10-21 12:32:37,985 - model_logger - INFO - [ITERATION 27 | EPOCH 1 | NODE 1] Training on 1 results: loss: 0.013943790389457717, accuracy: 0.996875
2024-10-21 12:32:57,431 - model_logger - INFO - [ITERATION 28 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.020874973296110207, accuracy: 0.99375
2024-10-21 12:32:57,553 - model_logger - INFO - [ITERATION 28 | EPOCH 0 | NODE 5] Training on 5 results: loss: 0.04570136984034131, accuracy: 0.9883333333333333
2024-10-21 12:33:00,484 - model_logger - INFO - [ITERATION 28 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.007829503172348875, accuracy: 0.99875
2024-10-21 12:33:00,575 - model_logger - INFO - [ITERATION 28 | EPOCH 1 | NODE 5] Training on 5 results: loss: 0.020154221054011334, accuracy: 0.994375
2024-10-21 12:33:19,909 - model_logger - INFO - [ITERATION 29 | EPOCH 0 | NODE 2] Training on 2 results: loss: 0.059226249664401015, accuracy: 0.98375
2024-10-21 12:33:20,032 - model_logger - INFO - [ITERATION 29 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.01449215477410083, accuracy: 0.9970833333333333
2024-10-21 12:33:22,944 - model_logger - INFO - [ITERATION 29 | EPOCH 1 | NODE 2] Training on 2 results: loss: 0.021089196649069587, accuracy: 0.9945833333333334
2024-10-21 12:33:23,053 - model_logger - INFO - [ITERATION 29 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.007467216250176231, accuracy: 0.999375
2024-10-21 12:33:42,692 - model_logger - INFO - [ITERATION 30 | EPOCH 0 | NODE 3] Training on 3 results: loss: 0.02469908817865265, accuracy: 0.994375
2024-10-21 12:33:42,703 - model_logger - INFO - [ITERATION 30 | EPOCH 0 | NODE 8] Training on 8 results: loss: 0.037788381554807224, accuracy: 0.98875
2024-10-21 12:33:45,729 - model_logger - INFO - [ITERATION 30 | EPOCH 1 | NODE 3] Training on 3 results: loss: 0.007348379788842673, accuracy: 0.9989583333333333
2024-10-21 12:33:45,748 - model_logger - INFO - [ITERATION 30 | EPOCH 1 | NODE 8] Training on 8 results: loss: 0.010616533687571063, accuracy: 0.9983333333333333
2024-10-21 12:34:04,761 - model_logger - INFO - [ITERATION 31 | EPOCH 0 | NODE 8] Training on 8 results: loss: 0.01768396361381747, accuracy: 0.9958333333333333
2024-10-21 12:34:04,922 - model_logger - INFO - [ITERATION 31 | EPOCH 0 | NODE 3] Training on 3 results: loss: 0.012691183446052795, accuracy: 0.9985416666666667
2024-10-21 12:34:07,770 - model_logger - INFO - [ITERATION 31 | EPOCH 1 | NODE 8] Training on 8 results: loss: 0.008003180541951831, accuracy: 0.9985416666666667
2024-10-21 12:34:07,921 - model_logger - INFO - [ITERATION 31 | EPOCH 1 | NODE 3] Training on 3 results: loss: 0.006514989269392876, accuracy: 0.9989583333333333
2024-10-21 12:34:27,193 - model_logger - INFO - [ITERATION 32 | EPOCH 0 | NODE 2] Training on 2 results: loss: 0.034802688368751354, accuracy: 0.9891666666666666
2024-10-21 12:34:27,254 - model_logger - INFO - [ITERATION 32 | EPOCH 0 | NODE 6] Training on 6 results: loss: 0.035440547841135414, accuracy: 0.98875
2024-10-21 12:34:30,220 - model_logger - INFO - [ITERATION 32 | EPOCH 1 | NODE 2] Training on 2 results: loss: 0.014519016961179052, accuracy: 0.9960416666666667
2024-10-21 12:34:30,274 - model_logger - INFO - [ITERATION 32 | EPOCH 1 | NODE 6] Training on 6 results: loss: 0.013172805630601943, accuracy: 0.9975
2024-10-21 12:34:49,944 - model_logger - INFO - [ITERATION 33 | EPOCH 0 | NODE 8] Training on 8 results: loss: 0.01811826546327211, accuracy: 0.99625
2024-10-21 12:34:49,944 - model_logger - INFO - [ITERATION 33 | EPOCH 0 | NODE 1] Training on 1 results: loss: 0.040918587717848516, accuracy: 0.9895833333333334
2024-10-21 12:34:52,971 - model_logger - INFO - [ITERATION 33 | EPOCH 1 | NODE 8] Training on 8 results: loss: 0.006007638245355338, accuracy: 0.9995833333333334
2024-10-21 12:34:52,971 - model_logger - INFO - [ITERATION 33 | EPOCH 1 | NODE 1] Training on 1 results: loss: 0.010616667865154644, accuracy: 0.9983333333333333
2024-10-21 12:35:12,425 - model_logger - INFO - [ITERATION 34 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.01828779945266433, accuracy: 0.9954166666666666
2024-10-21 12:35:12,526 - model_logger - INFO - [ITERATION 34 | EPOCH 0 | NODE 0] Training on 0 results: loss: 0.037722157544922086, accuracy: 0.9883333333333333
2024-10-21 12:35:15,429 - model_logger - INFO - [ITERATION 34 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.006908504369591052, accuracy: 0.99875
2024-10-21 12:35:15,518 - model_logger - INFO - [ITERATION 34 | EPOCH 1 | NODE 0] Training on 0 results: loss: 0.01280766267213039, accuracy: 0.9972916666666667
2024-10-21 12:35:34,868 - model_logger - INFO - [ITERATION 35 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.009317167936630236, accuracy: 0.9979166666666667
2024-10-21 12:35:34,929 - model_logger - INFO - [ITERATION 35 | EPOCH 0 | NODE 9] Training on 9 results: loss: 0.1227061741380021, accuracy: 0.9664583333333333
2024-10-21 12:35:37,914 - model_logger - INFO - [ITERATION 35 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.004671088115913638, accuracy: 0.999375
2024-10-21 12:35:37,949 - model_logger - INFO - [ITERATION 35 | EPOCH 1 | NODE 9] Training on 9 results: loss: 0.02599020006406742, accuracy: 0.9935416666666667
2024-10-21 12:35:57,351 - model_logger - INFO - [ITERATION 36 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.016524589138571175, accuracy: 0.995625
2024-10-21 12:35:57,392 - model_logger - INFO - [ITERATION 36 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.03724138213166346, accuracy: 0.98875
2024-10-21 12:36:00,373 - model_logger - INFO - [ITERATION 36 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.006240102693748971, accuracy: 0.9983333333333333
2024-10-21 12:36:00,410 - model_logger - INFO - [ITERATION 36 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.013209613972576336, accuracy: 0.9977083333333333
2024-10-21 12:36:19,878 - model_logger - INFO - [ITERATION 37 | EPOCH 0 | NODE 5] Training on 5 results: loss: 0.05125954617746174, accuracy: 0.98625
2024-10-21 12:36:19,959 - model_logger - INFO - [ITERATION 37 | EPOCH 0 | NODE 7] Training on 7 results: loss: 0.006064775812750061, accuracy: 0.999375
2024-10-21 12:36:22,896 - model_logger - INFO - [ITERATION 37 | EPOCH 1 | NODE 5] Training on 5 results: loss: 0.017750954440174004, accuracy: 0.995625
2024-10-21 12:36:22,968 - model_logger - INFO - [ITERATION 37 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.002874556359214087, accuracy: 1.0
2024-10-21 12:36:42,348 - model_logger - INFO - [ITERATION 38 | EPOCH 0 | NODE 5] Training on 5 results: loss: 0.022879358052741737, accuracy: 0.9958333333333333
2024-10-21 12:36:42,389 - model_logger - INFO - [ITERATION 38 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.02054168779286556, accuracy: 0.995
2024-10-21 12:36:45,377 - model_logger - INFO - [ITERATION 38 | EPOCH 1 | NODE 5] Training on 5 results: loss: 0.011360430222315093, accuracy: 0.9979166666666667
2024-10-21 12:36:45,414 - model_logger - INFO - [ITERATION 38 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.008546312168085327, accuracy: 0.9985416666666667
2024-10-21 12:37:04,973 - model_logger - INFO - [ITERATION 39 | EPOCH 0 | NODE 1] Training on 1 results: loss: 0.03040247755202775, accuracy: 0.9927083333333333
2024-10-21 12:37:04,973 - model_logger - INFO - [ITERATION 39 | EPOCH 0 | NODE 2] Training on 2 results: loss: 0.044004734941602994, accuracy: 0.9864583333333333
2024-10-21 12:37:07,980 - model_logger - INFO - [ITERATION 39 | EPOCH 1 | NODE 1] Training on 1 results: loss: 0.011137715561393027, accuracy: 0.9977083333333333
2024-10-21 12:37:07,980 - model_logger - INFO - [ITERATION 39 | EPOCH 1 | NODE 2] Training on 2 results: loss: 0.015309763811140631, accuracy: 0.9966666666666667
2024-10-21 12:37:27,320 - model_logger - INFO - [ITERATION 40 | EPOCH 0 | NODE 3] Training on 3 results: loss: 0.0303641972981859, accuracy: 0.9920833333333333
2024-10-21 12:37:27,341 - model_logger - INFO - [ITERATION 40 | EPOCH 0 | NODE 6] Training on 6 results: loss: 0.032694920659608516, accuracy: 0.9889583333333334
2024-10-21 12:37:30,358 - model_logger - INFO - [ITERATION 40 | EPOCH 1 | NODE 3] Training on 3 results: loss: 0.005074616461448992, accuracy: 0.9997916666666666
2024-10-21 12:37:30,376 - model_logger - INFO - [ITERATION 40 | EPOCH 1 | NODE 6] Training on 6 results: loss: 0.010925648845732211, accuracy: 0.9975
2024-10-21 12:37:49,848 - model_logger - INFO - [ITERATION 41 | EPOCH 0 | NODE 4] Training on 4 results: loss: 0.023638162212834383, accuracy: 0.994375
